date,1. open,2. high,3. low,4. close,5. volume
2020-04-03 05:59:00,275.05,277.41,273.38,274.8,528.0
2020-04-03 05:58:00,275.0,275.0,273.35,273.35,139.0
2020-04-03 05:57:00,275.0,275.0,275.0,275.0,182.0
2020-04-03 05:56:00,275.0,275.0,275.0,275.0,14.0
2020-04-03 05:55:00,275.0,275.0,274.1,275.0,72.0
2020-04-03 05:54:00,275.0,275.0,274.1,275.0,29.0
2020-04-03 05:53:00,274.05,275.0,274.05,275.0,24.0
2020-04-03 05:52:00,275.1,275.1,274.05,275.0,42.0
2020-04-03 05:51:00,274.0,275.15,274.0,275.0,48.0
2020-04-03 05:50:00,275.0,275.3,274.15,274.15,243.0
2020-04-03 05:49:00,275.0,275.0,273.95,275.0,224.0
2020-04-03 05:48:00,274.95,275.0,274.95,274.95,404.0
2020-04-03 05:47:00,275.0,275.0,274.95,275.0,164.0
2020-04-03 05:46:00,275.05,275.05,274.95,275.0,416.0
2020-04-03 05:45:00,275.6,275.6,275.0,275.0,304.0
2020-04-03 05:44:00,276.0,276.0,275.0,275.0,70.0
2020-04-03 05:43:00,275.6028,280.1002,274.8515,277.6035,583.0
2020-04-03 05:42:00,274.8039,277.769,274.2918,275.0539,243.0
2020-04-03 05:41:00,274.35,274.35,272.45,273.0,53.0
2020-04-03 05:40:00,274.45,274.45,272.45,272.5,45.0
2020-04-03 05:39:00,272.45,274.45,272.2,274.45,40.0
2020-04-03 05:38:00,273.7,274.4,272.45,272.45,33.0
2020-04-03 05:37:00,273.7,273.7,273.7,273.7,3.0
2020-04-03 05:35:00,273.45,273.5,273.45,273.5,47.0
2020-04-03 05:33:00,272.05,274.45,272.05,273.25,197.0
2020-04-03 05:32:00,271.5,271.75,270.85,271.75,10.0
2020-04-03 05:31:00,271.45,271.5,271.45,271.5,55.0
2020-04-03 05:30:00,272.05,272.05,270.55,271.45,57.0
2020-04-03 05:29:00,271.75,271.75,270.35,271.75,22.0
2020-04-03 05:28:00,271.75,271.75,271.75,271.75,22.0
2020-04-03 05:27:00,269.9,271.75,269.75,271.75,136.0
2020-04-03 05:26:00,270.0,270.0,269.75,270.0,124.0
2020-04-03 05:24:00,270.15,271.15,270.0,271.15,232.0
2020-04-03 05:23:00,272.35,272.35,270.95,270.95,114.0
2020-04-03 05:22:00,272.95,272.95,272.15,272.35,48.0
2020-04-03 05:21:00,272.95,272.95,272.2,272.95,45.0
2020-04-03 05:20:00,273.85,273.85,273.85,273.85,6.0
2020-04-03 05:19:00,273.8,273.85,273.45,273.85,79.0
2020-04-03 05:18:00,273.9,274.05,273.9,274.05,34.0
2020-04-03 05:15:00,274.4,274.4,273.35,273.35,0.0
2020-04-03 05:14:00,274.4,274.4,274.4,274.4,5.0
2020-04-03 05:13:00,274.1,274.4,274.1,274.4,3.0
2020-04-03 05:12:00,274.0,274.45,274.0,274.4,7.0
2020-04-03 05:11:00,274.75,274.75,273.4,273.4,21.0
2020-04-03 05:10:00,274.3646,276.8883,272.5974,273.3142,1070.0
2020-04-03 05:09:00,274.7,275.0,273.95,273.95,128.0
2020-04-03 05:07:00,274.55,275.0,274.3,275.0,333.0
2020-04-03 05:06:00,276.25,276.25,276.25,276.25,0.0
2020-04-03 05:04:00,275.15,278.45,275.15,278.1,268.0
2020-04-03 05:03:00,277.7,277.7,277.7,277.7,0.0
2020-04-03 05:02:00,276.55,276.55,276.55,276.55,0.0
2020-04-03 05:01:00,275.95,275.95,275.95,275.95,4.0
2020-04-03 05:00:00,274.0,274.0,274.0,274.0,14.0
2020-04-03 04:59:00,274.0,274.0,274.0,274.0,5.0
2020-04-03 04:58:00,274.0,274.0,273.1,274.0,128.0
2020-04-03 04:57:00,275.4,275.4,275.0,275.0,4.0
2020-04-03 04:56:00,275.05,275.3,274.55,275.3,156.0
2020-04-03 04:55:00,276.05,276.05,275.5,275.5,62.0
2020-04-03 04:53:00,276.05,276.35,276.05,276.35,24.0
2020-04-03 04:52:00,278.35,278.9,276.35,276.35,137.0
2020-04-03 04:51:00,276.75,278.0,275.75,278.0,67.0
2020-04-03 04:49:00,276.8,276.8,276.8,276.8,1.0
2020-04-03 04:48:00,277.85,277.85,276.05,277.0,102.0
2020-04-03 04:47:00,277.85,277.85,277.75,277.75,90.0
2020-04-03 04:46:00,278.0,278.0,277.75,277.75,19.0
2020-04-03 04:45:00,278.4,278.9,276.4,276.55,209.0
2020-04-03 04:44:00,276.0,278.45,275.45,278.45,306.0
2020-04-03 04:43:00,277.0,277.0,276.35,277.0,486.0
2020-04-03 04:42:00,278.45,278.45,278.45,278.45,0.0
2020-04-03 04:41:00,277.15,278.5,277.15,278.5,18.0
2020-04-03 04:40:00,277.0,277.0,277.0,277.0,18.0
2020-04-03 04:39:00,276.4,277.0,276.4,277.0,101.0
2020-04-03 04:38:00,276.95,277.3,276.95,277.0,54.0
2020-04-03 04:36:00,278.9,278.9,277.3,277.3,8.0
2020-04-03 04:35:00,278.75,278.9,277.65,278.8,107.0
2020-04-03 04:33:00,279.0,279.0,276.65,278.75,322.0
2020-04-03 04:32:00,278.05,278.05,276.95,278.0,142.0
2020-04-03 04:31:00,278.05,278.05,278.05,278.05,28.0
2020-04-03 04:30:00,276.85,279.0,276.05,278.05,751.0
2020-04-03 04:29:00,275.4,275.4,275.0,275.0,139.0
2020-04-03 04:28:00,274.65,275.0,274.65,275.0,4.0
2020-04-03 04:27:00,274.3,275.0,274.3,274.65,161.0
2020-04-03 04:26:00,274.4,274.4,274.4,274.4,6.0
2020-04-03 04:25:00,274.9,274.9,274.1,274.1,21.0
2020-04-03 04:24:00,275.05,275.15,275.0,275.0,0.0
2020-04-03 04:23:00,275.0,275.15,274.85,275.05,71.0
2020-04-03 04:22:00,275.15,275.15,275.15,275.15,33.0
2020-04-03 04:21:00,276.25,276.3,275.75,276.05,31.0
2020-04-03 04:20:00,276.25,276.35,276.25,276.35,15.0
2020-04-03 04:19:00,278.0,278.0,276.05,276.05,75.0
2020-04-03 04:16:00,276.65,278.0,276.05,276.05,156.0
2020-04-03 04:15:00,278.8,279.0,277.25,277.25,445.0
2020-04-03 04:14:00,279.0,279.0,278.6,278.6,249.0
2020-04-03 04:13:00,278.0,278.55,278.0,278.55,80.0
2020-04-03 04:12:00,279.0,279.0,278.05,278.05,640.0
2020-04-03 04:11:00,275.45,279.0,275.45,278.0,555.0
2020-04-03 04:10:00,277.15,277.15,275.45,275.45,170.0
2020-04-03 04:09:00,277.2,277.3,277.05,277.15,41.0
2020-04-03 04:08:00,277.8,277.8,277.8,277.8,0.0
2020-04-03 04:07:00,277.05,277.05,277.05,277.05,7.0
2020-04-03 04:06:00,279.0,279.0,277.0,277.0,131.0
2020-04-03 04:05:00,277.0,277.0,275.9,277.0,28.0
2020-04-03 04:04:00,271.95,278.85,271.95,275.5,5153.0
2020-04-03 04:03:00,269.3,271.15,269.3,270.0,165.0
2020-04-03 04:02:00,269.3,269.3,269.3,269.3,4.0
2020-04-03 04:00:00,269.35,269.35,269.35,269.35,81.0
2020-04-03 03:58:00,268.2,268.2,268.1,268.1,22.0
2020-04-03 03:57:00,269.8,269.8,268.1,268.1,22.0
2020-04-03 03:54:00,268.55,269.95,268.5,269.95,124.0
2020-04-03 03:53:00,269.95,269.95,268.55,268.55,17.0
2020-04-03 03:52:00,270.8,270.8,270.55,270.55,22.0
2020-04-03 03:51:00,270.7,270.7,270.7,270.7,0.0
2020-04-03 03:50:00,270.7,270.7,270.7,270.7,2.0
2020-04-03 03:45:00,271.55,272.05,270.1,272.0,89.0
2020-04-03 03:44:00,269.95,271.45,269.1,271.45,1080.0
2020-04-03 03:42:00,268.8,269.65,268.55,269.65,20.0
2020-04-03 03:40:00,268.7,268.8,268.55,268.8,74.0
2020-04-03 03:39:00,269.65,269.65,269.65,269.65,3.0
2020-04-03 03:37:00,269.95,269.95,268.55,269.65,2.0
2020-04-03 03:36:00,269.95,270.0,268.55,269.95,160.0
2020-04-03 03:35:00,269.65,270.0,269.65,269.85,78.0
2020-04-03 03:34:00,269.9,269.9,269.1,269.1,68.0
2020-04-03 03:33:00,269.5,270.0,268.35,269.9,425.0
2020-04-03 03:32:00,268.2,269.05,268.2,269.05,28.0
2020-04-03 03:31:00,269.05,269.05,268.05,268.05,13.0
2020-04-03 03:29:00,268.45,269.05,268.0,269.05,263.0
2020-04-03 03:27:00,266.65,267.85,266.65,267.85,317.0
2020-04-03 03:26:00,266.05,266.05,266.05,266.05,22.0
2020-04-03 03:25:00,266.05,266.05,266.05,266.05,4.0
2020-04-03 03:24:00,265.9,266.05,265.9,266.05,64.0
2020-04-03 03:23:00,265.0,265.0,265.0,265.0,0.0
2020-04-03 03:21:00,265.45,265.45,265.45,265.45,265.0
2020-04-03 03:20:00,264.8,264.8,264.8,264.8,4.0
2020-04-03 03:19:00,264.8,264.8,264.8,264.8,5.0
2020-04-03 03:17:00,264.05,264.4,264.05,264.4,41.0
