date,1. open,2. high,3. low,4. close,5. volume
2020-04-03 05:59:00,812.0,813.0,812.0,812.65,123.0
2020-04-03 05:58:00,812.0,813.0,812.0,812.0,231.0
2020-04-03 05:57:00,812.75,814.0,812.0,812.05,141.0
2020-04-03 05:56:00,812.0,813.5,812.0,813.5,274.0
2020-04-03 05:55:00,810.4,813.45,810.4,813.45,61.0
2020-04-03 05:54:00,812.0,812.9,810.1,810.4,56.0
2020-04-03 05:53:00,813.95,813.95,811.2,811.2,92.0
2020-04-03 05:52:00,813.85,814.0,812.0,813.95,44.0
2020-04-03 05:51:00,813.35,813.85,813.35,813.85,107.0
2020-04-03 05:50:00,812.55,814.0,812.55,813.35,174.0
2020-04-03 05:49:00,812.85,813.95,812.55,813.95,68.0
2020-04-03 05:48:00,812.0,815.0,812.0,812.75,744.0
2020-04-03 05:47:00,811.85,811.95,810.75,811.95,107.0
2020-04-03 05:46:00,810.9,811.95,810.9,811.95,24.0
2020-04-03 05:45:00,810.95,811.0,807.1,810.85,73.0
2020-04-03 05:44:00,809.05,810.95,809.0,809.0,21.0
2020-04-03 05:43:00,811.95,813.0,805.5,810.15,240.0
2020-04-03 05:42:00,812.35,814.2,812.05,812.05,435.0
2020-04-03 05:41:00,812.8,814.45,812.3,814.45,136.0
2020-04-03 05:40:00,813.05,813.05,812.5,812.8,186.0
2020-04-03 05:39:00,813.85,815.0,813.85,815.0,150.0
2020-04-03 05:38:00,813.2,814.0,812.05,812.05,166.0
2020-04-03 05:37:00,811.85,811.85,811.85,811.85,16.0
2020-04-03 05:36:00,814.8,814.8,812.8,814.8,32.0
2020-04-03 05:35:00,812.5,813.95,811.55,812.8,89.0
2020-04-03 05:34:00,812.55,812.55,812.5,812.5,89.0
2020-04-03 05:33:00,812.5,815.25,812.5,815.25,153.0
2020-04-03 05:32:00,812.75,816.0,812.75,813.1,12.0
2020-04-03 05:31:00,812.6,816.35,812.6,816.3,33.0
2020-04-03 05:30:00,814.7,816.7,812.05,812.25,107.0
2020-04-03 05:29:00,811.35,813.65,811.1,811.45,130.0
2020-04-03 05:28:00,812.4,815.0,812.2,815.0,9.0
2020-04-03 05:27:00,812.05,815.95,812.05,815.95,56.0
2020-04-03 05:26:00,812.0,813.35,812.0,812.05,5.0
2020-04-03 05:25:00,811.0,812.0,811.0,811.05,63.0
2020-04-03 05:24:00,817.1,817.1,814.65,814.65,5.0
2020-04-03 05:23:00,817.15,817.15,815.4,817.15,11.0
2020-04-03 05:22:00,815.6,817.55,815.3,817.55,56.0
2020-04-03 05:21:00,815.45,817.7,814.45,817.7,116.0
2020-04-03 05:20:00,813.3,815.05,812.35,812.8,37.0
2020-04-03 05:19:00,816.5,816.5,812.0,816.45,48.0
2020-04-03 05:18:00,816.85,816.85,816.5,816.5,37.0
2020-04-03 05:17:00,816.0,816.0,811.75,811.75,34.0
2020-04-03 05:16:00,810.1,817.25,810.1,816.95,181.0
2020-04-03 05:15:00,808.75,811.6,808.75,811.6,118.0
2020-04-03 05:14:00,810.05,810.05,808.6,808.6,54.0
2020-04-03 05:13:00,812.3,812.35,809.1,811.35,316.0
2020-04-03 05:12:00,812.0,813.0,810.6,812.3,117.0
2020-04-03 05:11:00,810.6,812.0,810.6,811.55,93.0
2020-04-03 05:10:00,812.7,812.7,810.6,810.6,10.0
2020-04-03 05:09:00,812.0,812.15,812.0,812.15,11.0
2020-04-03 05:08:00,812.25,814.0,811.2,811.3,110.0
2020-04-03 05:07:00,812.0,812.0,812.0,812.0,22.0
2020-04-03 05:06:00,812.0,812.0,810.55,812.0,31.0
2020-04-03 05:05:00,812.2,812.2,809.95,812.05,311.0
2020-04-03 05:04:00,808.75,810.15,807.05,807.5,450.0
2020-04-03 05:03:00,808.6,809.5,808.0,808.75,143.0
2020-04-03 05:02:00,811.0,811.0,808.3,808.6,389.0
2020-04-03 05:01:00,810.95,811.05,810.45,810.5,81.0
2020-04-03 05:00:00,811.1,811.1,811.0,811.05,0.0
2020-04-03 04:59:00,810.45,812.2,810.2,812.2,187.0
2020-04-03 04:58:00,811.0,812.0,810.0,810.4,466.0
2020-04-03 04:57:00,813.3,813.3,811.05,811.05,433.0
2020-04-03 04:56:00,813.9,813.9,813.05,813.3,18.0
