,Date,WIPRO,POWERGRID,DRREDDY,NTPC,CIPLA,COALINDIA,IOC,GAIL,ONGC,INFRATEL,TCS,HCLTECH,HINDUNILVR,BRITANNIA,NESTLEIND,BHARTIARTL,TECHM,SUNPHARMA,EICHERMOT,UPL,BPCL,LT,ASIANPAINT,HDFC,ITC,M&M,TATAMOTORS,INFY,SBIN,HINDALCO,TITAN,KOTAKBANK,TATASTEEL,HDFCBANK,VEDL,RELIANCE,MARUTI,SHREECEM,BAJAJ-AUTO,HEROMOTOCO,ULTRACEMCO,ZEEL,JSWSTEEL,ICICIBANK,ADANIPORTS,GRASIM,BAJFINANCE,AXISBANK,INDUSINDBK,BAJAJFINSV,INDUSINDBK_1d,INDUSINDBK_2d,INDUSINDBK_3d,INDUSINDBK_4d,INDUSINDBK_5d,INDUSINDBK_6d,INDUSINDBK_7d,INDUSINDBK_target
0,2016-01-01,556.45,141.0,3108.6,144.5,655.35,334.05,433.25,369.75,242.5,427.05,2416.4,845.85,856.55,2986.4,5785.15,340.5,520.05,815.55,17370.85,440.35,896.05,1289.2,878.75,1258.45,327.5,1265.35,401.9,1105.25,227.8,84.9,352.05,727.25,257.4,1088.75,91.65,1015.35,4638.5,11383.55,2518.0,2686.05,2824.0,432.9,1027.0,263.0,267.55,3767.75,6095.85,449.9,963.85,1983.8,-0.03076204803652018,-0.029672666908751383,-0.02064636613580949,-0.039788348809462075,-0.01743009804430157,-0.028116408154795894,-0.052497795300098585,-1
1,2016-01-04,557.7,140.95,3056.0,143.3,645.65,330.2,426.45,359.8,238.05,430.05,2369.6,845.95,859.0,2972.6,5669.8,326.8,516.4,799.1,17495.3,433.85,891.45,1255.95,880.8,1216.7,325.1,1242.5,377.05,1078.9,220.7,80.75,351.4,705.3,256.9,1070.5,88.95,995.3,4580.65,11059.3,2483.35,2637.8,2749.15,421.95,1044.7,255.55,257.95,3657.25,6052.45,438.4,934.2,1959.5,0.0011239563262684163,0.010436737315350032,-0.009312780989081615,0.013755084564333022,0.002729608220937652,-0.02242560479554704,0.0023549561121814725,-1
2,2016-01-05,556.9,139.15,3070.65,142.25,640.85,325.8,442.65,372.25,241.85,421.2,2348.95,842.8,847.95,2966.7,5662.4,323.45,521.9,800.5,17159.9,435.3,902.65,1256.9,900.65,1209.4,324.85,1249.2,374.45,1074.05,217.75,82.6,347.7,707.75,274.3,1062.4,92.4,1005.15,4566.95,11124.3,2502.35,2616.85,2733.05,425.05,1083.1,256.7,255.7,3659.1,5997.85,436.45,935.25,1946.0,0.009302325581395397,-0.010425020048115477,0.012616947340283298,0.0016038492381716118,-0.023523122159850307,0.0012296177492648781,-0.019513499064421277,-1
3,2016-01-06,555.1,139.5,3046.25,141.45,652.1,327.9,450.85,372.7,237.55,410.4,2381.6,841.4,843.05,3001.7,5719.5,322.2,525.1,791.95,17525.05,443.35,912.3,1236.85,886.4,1209.3,315.1,1226.15,365.9,1069.35,216.85,80.55,347.85,703.6,268.75,1067.1,88.9,1032.2,4480.8,11452.35,2485.5,2578.2,2735.3,423.15,1058.2,250.1,251.8,3652.4,6107.25,430.7,943.95,1938.55,-0.019545526775782664,0.0032840722495893946,-0.007627522644207897,-0.0325229090523863,-0.007998304994968026,-0.02855024100852804,-0.02373007044864674,-1
4,2016-01-07,549.85,138.1,2991.8,137.85,637.45,326.4,441.55,370.6,226.6,399.6,2371.25,825.05,820.25,2946.55,5638.95,322.35,510.8,783.8,17035.65,417.4,884.25,1206.4,872.35,1179.45,309.6,1197.45,343.55,1050.8,209.55,76.65,344.05,691.65,249.9,1056.2,81.15,1013.25,4267.9,10978.95,2419.25,2520.1,2667.7,415.4,1026.35,246.75,245.0,3557.2,6106.3,409.25,925.5,1927.05,0.02328471096704479,0.012155591572123177,-0.013236088600756347,0.011777417612101541,-0.009184224743381956,-0.004267963263101075,-0.028525121555915696,1
5,2016-01-08,555.8,141.65,3010.7,139.55,622.35,321.1,446.8,373.2,230.15,400.2,2397.6,828.35,809.85,2902.3,5632.55,323.85,522.15,794.15,17241.4,425.45,903.55,1179.1,874.6,1174.4,313.65,1198.0,353.35,1063.3,208.95,76.9,348.0,695.1,253.6,1062.35,81.05,1025.75,4214.75,11152.9,2375.85,2489.65,2705.2,411.7,1041.15,245.05,241.4,3575.7,6314.5,413.7,947.05,2000.4,-0.010875877725568825,-0.03568977350720654,-0.011245446386146432,-0.031730109286732436,-0.026925716699223907,-0.050630906499128804,-0.05342906921493048,-1
6,2016-01-11,537.45,143.25,2931.5,141.6,610.05,315.95,442.9,369.3,225.5,395.05,2362.35,814.55,811.75,2919.3,5469.25,321.15,507.3,782.25,17239.1,424.9,888.05,1173.35,873.85,1161.55,316.05,1162.6,360.2,1055.7,204.3,77.9,345.05,700.85,251.65,1058.6,85.0,1051.6,4272.4,10912.05,2360.5,2505.45,2726.8,409.6,1019.65,239.45,234.05,3622.1,6306.2,417.2,936.75,1943.4,-0.025086736055511077,-0.0003736322391246573,-0.021083533493461436,-0.016226314384841255,-0.04019215372297836,-0.04302108353349341,-0.0673605551107553,-1
7,2016-01-12,548.9,142.75,2923.25,145.2,611.45,316.0,440.0,365.85,221.35,395.25,2327.05,810.05,819.7,2940.2,5439.85,315.4,507.4,788.15,17066.8,424.9,890.15,1179.15,872.9,1151.85,315.15,1181.9,355.0,1049.95,199.4,75.6,346.9,692.0,245.75,1046.95,84.25,1045.45,4266.7,10596.1,2344.35,2467.2,2670.05,407.05,1012.8,236.75,236.6,3549.65,6208.8,406.1,913.25,1957.5,0.02534902819600326,0.004106214070626882,0.009088420476320783,-0.015494114426498742,-0.01839583903640838,-0.043361620585819896,-0.04363536819052836,1
8,2016-01-13,546.5,142.9,2890.95,144.25,608.65,317.3,439.2,362.9,223.2,397.8,2279.2,826.4,832.75,2905.2,5501.15,308.6,504.45,796.6,17062.7,411.1,895.9,1156.75,868.55,1167.65,315.75,1205.05,364.6,1083.4,200.9,76.7,349.95,689.15,246.6,1060.15,80.95,1076.85,4291.25,10540.15,2369.7,2473.7,2684.35,414.25,1003.7,239.5,230.2,3527.0,6077.85,406.7,936.4,1987.45,-0.02071764203331907,-0.015858607432721085,-0.03983340452797945,-0.042663391712943116,-0.06701196070055532,-0.0672789406236651,-0.04100811618966251,-1
9,2016-01-14,545.25,142.85,2915.0,143.2,614.3,318.65,435.4,357.55,223.25,395.25,2278.8,828.85,827.25,2897.6,5616.15,308.75,514.0,791.85,16988.0,398.55,909.4,1134.65,889.4,1159.3,317.25,1188.55,354.3,1133.0,196.05,74.7,341.7,684.1,238.75,1049.75,79.35,1061.65,4248.25,10192.75,2362.45,2437.55,2626.8,416.05,1003.45,235.75,227.8,3499.2,6075.9,390.6,917.0,1948.9,0.004961832061068653,-0.01952017448200652,-0.02241003271537618,-0.04727371864776447,-0.04754634678298803,-0.020719738276990186,-0.010687022900763309,-1
10,2016-01-15,543.1,139.1,2935.9,136.45,609.1,318.55,426.65,335.85,219.45,388.25,2261.1,838.05,804.25,2859.15,5597.7,306.1,520.55,787.1,16240.8,390.35,932.55,1107.9,879.25,1149.8,313.9,1177.2,341.3,1139.9,184.3,71.8,335.85,675.6,229.7,1042.15,72.85,1073.3,4273.35,9801.4,2322.15,2427.75,2618.2,402.4,972.45,224.45,218.25,3503.7,5975.3,374.25,921.55,1905.5,-0.02436113070370564,-0.02723672074222767,-0.05197764635668166,-0.05224892843578751,-0.025554771851771425,-0.015571591340675936,-0.014432206608431399,-1
11,2016-01-18,547.15,138.15,2874.9,134.6,591.05,310.85,416.9,339.45,214.4,379.6,2277.65,842.35,809.95,2765.3,5436.0,300.25,517.4,784.95,15459.5,388.0,896.6,1083.55,850.3,1131.8,315.4,1165.65,340.2,1131.9,181.0,71.2,334.25,667.4,235.9,1025.85,68.7,1016.85,4236.2,9703.7,2249.9,2435.55,2641.1,393.9,990.95,223.1,219.3,3501.0,5503.2,373.2,899.1,1831.9,-0.0029473918362807,-0.028306083861639467,-0.028584139695250855,-0.0012234456678901376,0.009009009009009033,0.010176843510176817,0.00895339784228668,-1
12,2016-01-19,542.0,135.95,2915.5,135.15,598.05,308.85,415.0,342.95,218.0,374.15,2279.3,838.25,810.45,2733.0,5428.8,310.3,512.5,793.9,15823.75,391.95,895.8,1122.95,845.55,1153.0,314.05,1152.5,354.15,1139.65,182.95,71.85,339.2,668.7,238.0,1035.8,69.25,1043.6,4198.15,9843.0,2266.3,2482.8,2638.7,394.3,998.55,228.75,232.85,3522.7,5644.9,393.0,896.45,1848.8,-0.025433654972391175,-0.025712532768141075,0.0017290423336493441,0.011991745217245803,0.013163031959395341,0.011935969658095746,0.036086786770037266,-1
13,2016-01-20,542.55,134.65,2870.1,132.2,593.15,298.15,403.2,338.7,213.3,353.7,2280.1,841.9,795.05,2679.7,5485.6,309.6,507.0,792.6,15538.85,373.45,885.5,1116.1,840.35,1136.65,308.95,1150.75,342.25,1121.25,173.65,67.6,340.85,662.65,232.0,1018.3,63.9,1004.55,4058.95,9716.5,2278.35,2488.5,2617.65,384.3,1023.85,224.4,219.4,3476.15,5639.4,387.6,873.65,1852.25,-0.00028615578320837865,0.027871573284496107,0.03840210610656449,0.03960396039603963,0.03834487494992274,0.0631259657757683,0.06118010644995141,1
14,2016-01-21,550.8,132.2,2757.1,133.0,580.25,288.2,396.15,340.5,207.3,362.55,2254.5,835.25,775.6,2619.7,5429.85,309.3,507.35,773.15,15552.2,377.7,875.55,1102.7,844.45,1131.1,306.4,1138.7,328.55,1137.05,175.6,68.3,343.4,660.85,235.6,1023.0,62.4,984.2,3891.7,9525.3,2272.95,2469.9,2695.05,385.65,1025.35,226.3,221.3,3452.25,5742.05,409.15,873.4,1846.75,0.02816578887107857,0.03869933592855515,0.039901534234027966,0.038642088390199225,0.06343027249828255,0.06148385619418371,0.039901534234027966,1
15,2016-01-22,550.1,133.1,2882.35,138.15,581.9,299.45,406.4,366.95,216.25,362.65,2295.75,839.25,771.5,2615.9,5447.6,298.7,514.25,789.2,16472.45,399.2,883.25,1142.2,869.95,1158.45,308.75,1198.9,339.5,1136.25,184.6,72.35,347.6,683.05,247.8,1030.3,64.7,1004.15,4104.95,9923.15,2318.85,2591.5,2713.4,395.4,1068.0,232.75,221.75,3447.3,5820.65,424.15,898.0,1891.8,0.010244988864142589,0.011414253897550112,0.010189309576837391,0.03429844097995541,0.03240534521158132,0.011414253897550112,0.008518930957683716,1
16,2016-01-25,547.05,133.0,2903.25,137.95,580.6,304.9,395.5,356.7,219.65,367.25,2304.65,838.7,783.3,2602.6,5461.35,297.5,514.55,807.25,16416.15,401.6,877.9,1114.15,878.6,1174.6,309.4,1178.3,332.6,1137.65,182.95,72.0,354.45,681.0,254.9,1041.15,64.4,1003.95,4081.35,10015.05,2327.3,2525.2,2750.45,391.25,1107.25,236.05,218.4,3444.75,5856.3,420.85,907.2,1924.45,0.0011574074074073573,-5.511463844804697e-05,0.023809523809523708,0.021935626102292743,0.0011574074074073573,-0.0017085537918872004,0.006613756613756613,1
17,2016-01-27,552.55,138.25,2973.0,143.75,580.5,304.05,397.0,358.3,218.4,382.7,2319.75,836.0,767.9,2649.65,5487.7,297.8,503.05,821.15,16232.1,413.15,870.6,1107.8,858.55,1169.95,312.95,1176.7,337.05,1138.5,184.4,71.05,349.65,674.6,257.6,1035.65,63.8,999.35,4111.95,9965.15,2302.85,2482.45,2751.55,396.7,1121.25,237.3,215.35,3423.75,5936.95,415.4,908.25,1892.55,-0.00121112028626482,0.02262592898431044,0.020754197632810376,0.0,-0.0028626479493531766,0.005450041288191627,0.003963666391412081,1
18,2016-01-28,547.25,143.7,3011.2,144.25,577.8,306.6,398.55,361.0,219.9,369.35,2331.2,844.5,791.75,2670.25,5468.95,291.4,500.05,834.15,15958.95,410.65,868.9,1074.5,858.95,1147.75,318.55,1204.15,334.2,1129.6,185.25,69.7,339.0,663.25,254.2,1031.7,67.3,1016.9,4103.3,10116.65,2263.4,2439.6,2744.7,404.6,1092.2,233.2,210.85,3345.15,5776.05,405.65,907.15,1874.15,0.023865953811387286,0.02199195281926919,0.00121258887725296,-0.0016535302871630933,0.006669238824891218,0.0051810615664444086,-0.026676955299564497,1
19,2016-01-29,562.8,147.85,3105.4,142.45,585.1,319.95,402.3,368.6,226.25,361.2,2391.3,865.75,816.9,2689.45,5488.0,289.9,501.4,872.95,16546.6,437.15,893.15,1101.65,869.9,1180.0,320.2,1233.25,336.9,1164.9,179.9,70.5,363.7,683.6,249.7,1049.85,71.75,1035.4,4095.85,10549.75,2341.95,2565.65,2840.1,420.05,1057.05,230.15,212.25,3393.65,5928.4,408.4,928.8,1861.65,-0.0018303186907837336,-0.022125322997415972,-0.02492463393626182,-0.01679586563307484,-0.018249354005167886,-0.04936477174849258,-0.0650839793281653,-1
20,2016-02-01,568.15,146.75,3050.5,140.25,599.45,328.55,403.75,368.15,225.05,369.65,2402.7,880.3,800.95,2800.5,5448.95,296.6,497.6,872.3,17073.85,438.15,880.15,1122.05,887.4,1180.05,324.75,1226.35,338.5,1173.35,172.75,71.1,359.95,687.7,249.3,1059.75,70.4,1030.3,3948.25,10681.1,2327.9,2535.6,2819.3,416.5,1050.55,217.2,221.1,3438.4,6003.15,399.3,927.1,1863.55,-0.0203322187466293,-0.023136662711681636,-0.014992988890087345,-0.016449142487326072,-0.04762161579117676,-0.06336964728723977,-0.09923417107108187,-1
21,2016-02-02,567.25,146.25,3048.5,134.05,574.0,318.95,398.6,361.7,216.55,367.4,2398.1,872.65,800.1,2792.85,5457.35,302.2,474.45,835.15,17197.1,416.0,850.3,1121.9,882.5,1179.8,324.25,1206.65,329.55,1175.55,169.4,68.55,352.0,677.15,231.45,1053.8,64.9,1001.15,3874.95,10411.55,2364.1,2518.3,2802.7,401.65,1003.3,210.4,213.25,3439.2,5811.4,390.9,908.25,1818.1,-0.0028626479493531766,0.005450041288191627,0.003963666391412081,-0.027855766584090235,-0.04393063583815027,-0.08053949903660884,-0.10690889072391965,-1
22,2016-02-03,557.8,143.25,3008.3,128.65,562.05,317.25,396.35,360.1,213.05,356.2,2416.3,852.1,821.6,2828.05,5408.35,299.8,472.2,834.9,16754.2,409.1,829.55,1108.8,863.7,1160.95,321.95,1203.0,320.3,1157.7,166.05,66.65,354.05,665.55,224.0,1043.85,61.65,981.4,3828.35,10166.95,2347.65,2484.85,2769.05,404.0,973.4,204.05,210.2,3412.0,6379.75,380.55,905.65,1878.55,0.008336553856346346,0.006845911776072485,-0.025064870534974804,-0.04118588858830669,-0.07789985093579192,-0.10434494561916856,-0.1034616021641914,-1
23,2016-02-04,559.95,146.8,3008.65,125.9,550.4,322.5,389.45,355.0,220.0,356.2,2420.05,867.35,834.8,2856.3,5485.3,304.25,469.45,835.6,16894.35,405.25,831.75,1135.7,889.35,1168.35,321.8,1204.5,325.5,1179.75,162.85,68.7,362.0,676.25,225.95,1049.2,67.75,973.05,3794.65,10539.9,2310.65,2513.8,2769.55,399.3,1010.7,203.95,215.7,3433.15,6343.9,382.75,913.2,1880.8,-0.0014783180026281457,-0.033125273762593076,-0.04911300919842315,-0.08552343407796761,-0.11174989049496284,-0.11087385019710906,-0.09800700832238282,-1
24,2016-02-05,557.9,145.25,3109.1,124.8,570.15,326.25,394.55,342.55,219.95,363.75,2421.95,869.65,844.95,2862.5,5421.5,307.2,475.1,857.55,18119.15,412.0,843.0,1139.9,899.25,1182.95,323.95,1219.5,337.1,1174.7,168.2,71.25,369.55,692.0,233.85,1055.25,73.9,970.9,3723.4,10384.05,2366.35,2584.75,2842.75,409.0,1037.05,209.4,211.1,3463.15,6698.35,399.55,911.85,1908.6,-0.03169380928880844,-0.04770521467346603,-0.0841695454296211,-0.11043483029006969,-0.10955749300871852,-0.09667160168887425,-0.08449854691012783,-1
25,2016-02-08,545.0,142.45,3070.35,123.25,566.85,323.35,390.35,343.55,214.05,366.45,2362.95,849.75,828.9,2854.75,5413.0,311.0,470.65,835.65,18384.75,403.55,825.2,1130.3,888.6,1164.1,315.25,1201.75,323.5,1150.8,172.15,69.8,371.6,673.1,234.1,1035.85,71.7,961.05,3732.55,10303.2,2355.05,2568.3,2821.55,402.6,1050.1,208.55,212.05,3429.45,6660.15,408.55,882.95,1835.6,-0.01653547766011668,-0.05419332918058783,-0.08131830794495731,-0.08041225437453989,-0.06710459255903505,-0.05453309926949441,-0.0582139418993149,-1
26,2016-02-09,536.25,141.95,2959.6,125.85,555.85,309.25,388.4,348.6,218.15,357.55,2281.4,810.45,826.35,2783.1,5419.25,312.25,448.25,854.05,18175.8,390.3,824.9,1114.2,884.2,1159.9,312.4,1183.2,310.65,1107.65,167.05,70.0,366.85,677.05,235.5,1026.05,69.75,957.5,3657.1,10304.7,2376.6,2581.35,2766.25,389.45,1000.0,209.4,210.4,3398.1,6584.05,399.9,868.35,1784.2,-0.03829101168883515,-0.0658720561985375,-0.06495076869925719,-0.0514193585535786,-0.038636494501065315,-0.04237922496689131,-0.023780733575171274,-1
27,2016-02-10,531.2,143.35,2885.05,124.75,538.6,313.75,384.05,346.05,213.5,354.6,2268.8,827.4,824.55,2722.0,5297.6,311.3,440.4,855.75,17909.95,395.3,837.55,1120.6,876.55,1116.55,309.0,1182.3,291.55,1108.55,159.0,66.9,370.4,667.35,235.7,1012.95,67.25,962.65,3678.55,10325.25,2368.15,2555.6,2797.9,379.35,1022.55,207.25,202.85,3425.4,6478.6,393.6,835.1,1789.6,-0.028679200095796963,-0.027721230990300536,-0.013651059753322928,-0.0003592384145612121,-0.004250987905640125,0.015088013411567503,0.007663752843970755,-1
28,2016-02-11,517.2,136.7,2885.35,120.95,540.85,305.1,372.2,332.1,203.15,356.0,2197.95,808.0,802.6,2634.0,5217.05,308.7,431.95,830.4,17619.3,387.7,817.75,1092.4,855.7,1066.65,298.55,1126.6,276.35,1078.65,154.25,63.7,356.35,628.95,224.5,975.3,62.3,924.55,3541.45,10340.45,2329.9,2496.9,2717.9,369.35,1001.6,199.25,186.85,3392.15,6179.2,377.2,811.15,1696.55,0.0009862540837083996,0.015471860938174282,0.029156136349627045,0.025149479134562013,0.045059483449423746,0.037416014300684246,0.04123774887505399,1
29,2016-02-12,517.3,138.35,2847.45,123.95,528.6,302.85,364.55,324.95,193.25,384.1,2226.6,798.25,812.6,2564.2,5056.05,324.55,430.0,847.35,17993.7,379.4,772.8,1053.65,854.9,1083.75,300.1,1165.25,298.35,1084.65,154.8,60.9,355.85,622.0,217.5,971.4,63.25,906.55,3549.65,10491.55,2304.4,2489.25,2767.75,370.5,1005.5,193.55,178.05,3383.9,5996.75,391.1,811.95,1701.05,0.01447133444177597,0.028142126978262096,0.024139417451813423,0.0440298047909354,0.036393866617402494,0.04021183570416895,0.034115401194654754,1
30,2016-02-15,525.75,138.7,2859.05,124.8,539.7,324.25,388.6,334.15,200.35,388.0,2269.15,827.1,804.7,2665.9,5057.75,318.9,430.3,850.2,18772.25,405.0,779.75,1149.4,858.7,1080.45,303.7,1226.8,317.25,1091.75,167.85,67.0,358.7,625.25,246.7,973.6,75.0,946.75,3711.25,10499.1,2342.1,2507.35,2802.35,383.9,1041.4,203.5,191.15,3472.4,6209.95,417.65,823.7,1723.45,0.013475780016996368,0.00953016875075866,0.029136821658370764,0.021609809396624928,0.025373315527497848,0.019363846060458823,-0.00218526162437789,1
31,2016-02-16,526.6,139.3,2855.65,127.75,524.05,317.9,377.55,322.55,199.95,362.75,2265.55,824.3,803.2,2625.9,5049.8,315.3,422.85,827.8,18690.3,403.45,751.0,1104.0,840.3,1077.15,295.5,1206.05,301.15,1079.15,156.4,64.85,347.55,620.25,244.85,973.45,71.35,930.55,3705.2,10222.3,2329.85,2512.5,2787.6,362.55,1033.7,196.6,200.35,3441.1,6011.4,405.8,834.8,1703.8,-0.003893148059415429,0.01545280306660289,0.008025874460948785,0.011739338763775836,0.005809774796358437,-0.015452803066602752,-0.03240297077144221,-1
32,2016-02-17,526.95,139.6,2960.7,128.0,519.1,312.8,382.5,324.15,200.35,352.6,2275.55,824.8,812.55,2652.2,5072.7,319.55,429.55,855.8,18802.5,395.6,780.95,1122.45,856.0,1076.3,299.85,1200.4,310.15,1097.85,158.95,65.8,326.85,625.3,251.25,974.9,74.4,952.6,3749.15,10074.35,2357.45,2524.55,2776.55,370.55,1047.5,190.75,212.5,3455.8,6110.95,403.1,831.55,1701.15,0.019421562142986102,0.011965606397691115,0.015693584270338606,0.009740845409175664,-0.011604834345499342,-0.02862124947387404,-0.01827911731104556,-1
33,2016-02-18,541.3,139.85,3103.6,127.5,524.4,317.6,391.25,323.4,209.1,363.85,2315.85,843.95,827.4,2753.5,5182.85,321.2,429.4,870.45,18694.6,393.7,789.75,1149.65,835.25,1069.1,305.45,1213.6,314.0,1123.4,159.8,68.9,333.65,635.55,250.85,989.45,75.85,940.1,3653.25,10894.0,2406.4,2617.75,2795.1,381.45,1056.8,196.15,210.4,3448.5,6163.95,398.05,847.7,1720.95,-0.0073139082222484905,-0.0036569541111242452,-0.009496284062758131,-0.03043529550548551,-0.0471275215288428,-0.0369824230270143,-0.02088002831190285,-1
34,2016-02-19,547.35,141.0,3058.8,129.8,524.65,312.25,373.25,325.85,211.15,371.7,2319.65,851.55,827.6,2724.5,5209.7,326.05,440.5,864.2,18626.45,398.05,765.85,1150.5,854.7,1060.85,304.55,1230.25,318.2,1127.25,164.7,69.05,334.7,631.2,253.25,989.3,74.65,944.35,3579.15,10653.9,2455.8,2706.2,2844.7,383.85,1083.5,198.8,209.4,3427.6,6048.1,392.5,841.5,1673.1,0.0036838978015448875,-0.002198455139631637,-0.02329174093879979,-0.040106951871657755,-0.029887106357694565,-0.013666072489601902,0.022935234699940528,-1
35,2016-02-22,542.75,139.65,3108.0,127.0,530.5,313.9,378.4,321.4,214.4,375.35,2315.9,845.95,861.65,2799.35,5279.35,329.1,431.7,882.45,18918.65,394.7,759.4,1149.75,870.85,1058.4,299.85,1237.05,318.85,1126.65,164.95,69.5,337.9,640.2,255.25,988.75,74.1,962.3,3520.8,10801.05,2476.75,2702.55,2923.1,392.9,1102.7,198.45,205.9,3482.9,6002.45,397.15,844.6,1630.3,-0.00586076249112011,-0.02687662798958092,-0.04363012076722712,-0.03344778593417002,-0.01728628936774807,0.01918067724366556,0.04499171205304286,-1
36,2016-02-23,539.95,137.1,3080.9,123.8,522.6,301.1,362.7,317.0,214.6,376.35,2264.0,828.95,836.85,2802.25,5192.25,321.3,428.6,871.1,19003.8,394.35,736.05,1130.15,877.1,1051.1,293.8,1208.7,318.55,1123.9,158.5,68.5,329.45,623.0,253.55,970.05,73.05,949.65,3487.4,10492.7,2396.45,2661.15,2816.35,387.1,1124.0,192.0,204.2,3407.8,5894.85,385.15,839.65,1615.85,-0.021139760614541776,-0.037992020484725754,-0.02774965759542661,-0.011492883939736768,0.02518906687310186,0.05115226582504621,0.06681355326624192,-1
37,2016-02-24,533.95,139.7,3013.2,118.65,513.95,295.25,370.85,313.75,209.4,359.8,2210.95,811.05,836.75,2753.4,5199.4,323.95,422.05,854.55,19094.65,378.7,768.9,1112.9,881.8,1022.1,287.6,1218.6,306.3,1125.35,156.3,66.4,326.95,618.75,247.9,949.6,70.9,952.65,3489.7,10496.8,2337.4,2621.25,2797.35,388.0,1109.5,187.0,200.15,3367.8,5814.2,386.65,821.9,1615.95,-0.017216206351137582,-0.006752646307336604,0.009855213529626504,0.04732935880277404,0.07385326682078118,0.0898527801435698,0.11436914466480107,1
38,2016-02-25,533.85,131.75,2994.45,118.5,519.0,299.4,364.1,305.05,216.25,361.0,2212.85,808.75,842.8,2685.95,5142.9,322.55,416.3,875.35,18888.75,382.2,764.15,1086.45,861.7,1042.65,286.2,1229.05,298.2,1110.3,151.8,67.15,323.75,606.85,248.15,942.65,69.6,944.1,3414.15,10496.75,2322.0,2621.35,2779.1,379.5,1125.65,183.0,198.45,3301.45,5752.9,378.2,807.75,1600.35,0.010646858557722096,0.027545651501083256,0.06567626121943665,0.09266480965645314,0.10894459919529557,0.13389043639740017,0.140266171463943,1
39,2016-02-26,530.5,133.65,2994.05,121.55,524.0,311.45,364.3,304.1,216.05,364.85,2210.5,824.65,849.9,2712.45,5111.2,317.95,417.75,871.9,18885.55,378.55,764.7,1110.65,862.55,1053.7,290.95,1230.05,301.8,1121.15,155.9,69.45,330.15,615.75,248.45,961.0,71.8,950.35,3409.2,10339.35,2238.1,2555.4,2770.95,381.1,1099.1,184.8,200.1,3300.6,5808.45,386.35,816.35,1601.65,0.016720769277883234,0.054449684571568485,0.08115391682489129,0.09726220371164326,0.12194524407423281,0.12825381270288472,0.14466834078520244,1
40,2016-02-29,520.25,130.05,3036.25,119.5,514.15,311.0,367.65,305.15,194.1,356.75,2176.8,813.25,830.4,2756.25,5008.0,315.5,415.55,853.9,18900.6,381.65,769.25,1076.0,846.1,1060.3,295.65,1228.1,299.7,1084.05,158.75,68.75,316.8,630.4,249.1,971.85,70.6,966.65,3236.5,10003.7,2201.2,2499.9,2768.6,372.35,1126.45,190.05,196.7,3327.65,5932.05,375.75,830.0,1611.9,0.0371084337349397,0.06337349397590364,0.07921686746987952,0.10349397590361444,0.10969879518072284,0.12584337349397595,0.11716867469879517,1
41,2016-03-01,535.45,133.75,3024.55,122.85,516.35,317.85,386.0,321.1,191.5,374.6,2276.65,832.15,824.15,2841.7,5052.25,320.7,432.25,868.4,19184.35,406.3,793.7,1123.95,871.95,1069.45,325.35,1268.1,315.35,1125.45,162.05,70.25,337.5,638.45,257.05,984.15,74.95,981.3,3494.4,10406.5,2258.2,2667.25,2885.3,391.45,1143.45,204.95,206.9,3424.85,6208.85,392.0,860.8,1690.3,0.025325278810409003,0.04060176579925656,0.06401022304832717,0.06999302973977696,0.08555994423791832,0.07719563197026028,0.07655669144981424,1
42,2016-03-02,539.55,135.4,3015.25,126.8,525.6,311.0,389.1,324.4,194.95,368.05,2318.85,854.85,849.25,2862.85,5078.2,326.35,455.55,851.85,19321.9,411.55,786.6,1137.9,871.85,1099.55,319.55,1199.15,317.1,1156.0,181.15,74.95,333.9,656.3,267.55,1007.2,78.15,1001.5,3612.65,10814.25,2230.3,2806.7,2973.0,399.25,1133.25,220.0,218.8,3451.5,6370.9,407.25,882.6,1718.0,0.014899161568094241,0.03772943575798771,0.04356446861545426,0.058746884205755745,0.050589168366190776,0.04996600951733517,0.043621119419895764,1
43,2016-03-03,542.7,135.65,3188.15,126.4,527.1,314.1,394.5,339.75,197.2,368.5,2373.15,859.3,848.9,2841.85,5217.75,333.4,461.75,870.9,19328.4,424.75,789.95,1207.1,880.25,1124.15,318.15,1215.35,336.7,1169.3,182.75,79.25,342.15,657.65,287.05,1015.85,83.95,1012.85,3608.65,11189.0,2280.1,2826.0,2944.25,394.45,1159.8,218.0,227.5,3496.95,6207.7,417.15,895.75,1675.2,0.022495115824727855,0.028244487859335702,0.04320401897850968,0.035166061959252023,0.03455205135361434,0.028300307005302845,0.02528607312308119,1
44,2016-03-04,536.95,138.65,3252.75,126.05,537.7,325.15,389.0,341.0,200.7,371.5,2357.55,835.4,848.75,2855.2,5285.25,329.25,451.25,856.8,19258.5,444.8,815.2,1193.2,865.8,1129.0,315.2,1216.35,343.5,1170.65,188.4,79.4,338.45,665.65,288.55,1020.55,87.4,1006.4,3555.1,11055.85,2306.25,2835.85,2906.9,396.15,1185.45,220.5,225.15,3515.3,6334.55,416.05,915.9,1670.5,0.005622884594388009,0.020253302762310372,0.012392182552680448,0.011791680314444884,0.005677475706954958,0.002729555628343706,-0.00027295556283437055,1
